|ccanid|cpgn|cdata|PGN#|PGNLabel|Acronym|PGNDescription|Multipacket|PGNLength|Priority|PGNReference|SPNPos|SPN|SPNName|SPNDescription|SPNLength|Resolution|Offset|DataRange|OperationalRange|Units
124|b'\x0c\xff\xff1'|65535|b'^\r\xfc\xff\xf3O0\x0f'|65535|Proprietary B (last entry)|PropB_FF||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
125|b'\x0c\xff\xff1'|65535|b'\\\xf0\x00\x00\x00\x00\xff\xfc'|65535|Proprietary B (last entry)|PropB_FF||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
126|b'\x0c\xff\xff1'|65535|b'^\r\xfc\xff\xf3O0\x0f'|65535|Proprietary B (last entry)|PropB_FF||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
127|b'\x0c\xff\xff1'|65535|b'^\r\xfc\xff\xf3O0\x0f'|65535|Proprietary B (last entry)|PropB_FF||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
128|b'\x18\xff\xfb\x06'|65531|b'\x00\x07\xff\xff\xff\xff\xff\xff'|65531|Proprietary B|PropB_FB||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
129|b'\x18\xff\xfb1'|65531|b'\xf2&\x01\xff\xff\xff\xff\xff'|65531|Proprietary B|PropB_FB||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
130|b'\x18\xff\xfb\x06'|65531|b'\x00\x07\xff\xff\xff\xff\xff\xff'|65531|Proprietary B|PropB_FB||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
131|b'\x18\xff\xfb1'|65531|b'\xf2&E\xff\xff\xff\xff\xff'|65531|Proprietary B|PropB_FB||Yes||||1-8|2551|Manufacturer Defined Usage (PropB_PDU2)||64 to 14,280 bits|||||
132|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.1|2404|Running Light|This parameter provides measured data from the vehicle’s running lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
133|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.3|2352|Alternate Beam Head Light Data|This parameter provides measured data from the tractor alternate beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
134|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.5|2350|Low Beam Head Light Data|This parameter provides measured data from the tractor low beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
135|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.7|2348|High Beam Head Light Data|This parameter provides measured data from the tractor high beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
136|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.1|2388|Tractor Front Fog Lights|This parameter provides measured data from the tractor front fog lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
137|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.3|2386|Rotating Beacon Light|This parameter provides measured data from the beacon light on tractor or attached implements.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
138|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.5|2370|Right Turn Signal Lights|This parameter provides measured data from the tractor and attached implement right turn signal lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
139|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.7|2368|Left Turn Signal Lights|This parameter provides measured data from the tractor and attached implement left turn signal lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
140|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.1|2392|Back Up Light and Alarm Horn|This parameter provides measured data from the back up lights and/ or associated alarm.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
141|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.3|2376|Center Stop Light|This parameter provides measured data from the tractor and attached implement center stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
142|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.5|2374|Right Stop Light|This parameter provides measured data from the tractor and attached implement right stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
143|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.7|2372|Left Stop Light|This parameter provides measured data from the tractor and attached implement left stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
144|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.1|2384|Implement Clearance Light|This parameter provides measured data from an attached implement high mounted clearance lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
145|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.3|2382|Tractor Clearance Light|This parameter provides measured data from the tractor high mounted clearance and center ID lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
146|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.5|2380|Implement Marker Light|This parameter provides measured data from an attached implement marker lights, including front position lights, rear tail lights, side running lights, license plate lights and instruments and switch back lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
147|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.7|2378|Tractor Marker Light|This parameter provides measured data from the tractor and attached implement marker lights, including front position lights, rear tail lights, side running lights, license plate lights and instruments and switch back lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
148|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.1|2390|Rear Fog Lights|This parameter provides measured data from the tractor and/or implement rear fog lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
149|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.3|2358|Tractor Underside Mounted Work Lights|This parameter provides measured data from the tractor underside mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
150|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.5|2360|Tractor Rear Low Mounted Work Lights|This parameter provides measured data from the tractor rear low mounted work lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
151|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.7|2362|Tractor Rear High Mounted Work Lights|This parameter provides measured data from the tractor rear high mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
152|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.1|2364|Tractor Side Low Mounted Work Lights|This parameter provides measured data from the tractor side low mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
153|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.3|2366|Tractor Side High Mounted Work Lights|This parameter provides measured data from the tractor side high mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
154|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.5|2354|Tractor Front Low Mounted Work Lights|This parameter provides measured data from the tractor front low mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
155|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.7|2356|Tractor Front High Mounted Work Lights|This parameter provides measured data from the tractor front high mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
156|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||7.1|2398|Implement OEM Option 2 Light|This parameter provides measured data from the implement OEM option 2 light.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
157|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||7.3|2396|Implement OEM Option 1 Light|This parameter provides measured data from the implement OEM option 1 light.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
158|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||7.5|2407|Implement Right Facing Work Light|This parameter provides measured data from the work lights mounted on an implement to illuminate beyond right end of the implement.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
159|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||7.7|2598|Implement Left Forward Work Light|This parameter provides measured data from the work lights mounted on an implement to illuminate the forward left end of the implement.  00 De-activate 01 Activate 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
160|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||8.3|2402|Implement Right Forward Work Light|This parameter provides measured data from the forward facing work lights toward the right end of the implement.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
161|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||8.5|2400|Implement Left Facing Work Light|This parameter provides measured data from the left facing work lights toward the left end of the implement.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
162|b'\x18\xfe@2'|65088|b'\xff\xff\x03?\xcf\xff\xff\xf3'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||8.7|2394|Implement Rear Work Light|This parameter provides measured data from the implement rear work lamps.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
163|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.1|2404|Running Light|This parameter provides measured data from the vehicle’s running lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
164|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.3|2352|Alternate Beam Head Light Data|This parameter provides measured data from the tractor alternate beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
165|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.5|2350|Low Beam Head Light Data|This parameter provides measured data from the tractor low beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
166|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||1.7|2348|High Beam Head Light Data|This parameter provides measured data from the tractor high beam head light lamps.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
167|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.1|2388|Tractor Front Fog Lights|This parameter provides measured data from the tractor front fog lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
168|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.3|2386|Rotating Beacon Light|This parameter provides measured data from the beacon light on tractor or attached implements.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
169|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.5|2370|Right Turn Signal Lights|This parameter provides measured data from the tractor and attached implement right turn signal lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
170|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||2.7|2368|Left Turn Signal Lights|This parameter provides measured data from the tractor and attached implement left turn signal lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
171|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.1|2392|Back Up Light and Alarm Horn|This parameter provides measured data from the back up lights and/ or associated alarm.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
172|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.3|2376|Center Stop Light|This parameter provides measured data from the tractor and attached implement center stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
